USER_ID,AVG_ORDERS,AVG_MONEY,IS_ACTIVE,SEX
844,3.81,40.91,不活跃,0
845,4.33,39.20,不活跃,2
846,3.69,40.42,不活跃,0
847,3.90,38.90,不活跃,2
848,3.71,40.67,活跃,0
849,3.71,38.55,不活跃,2
850,2.14,38.94,活跃,1
851,4.31,39.10,不活跃,2
852,3.32,41.15,不活跃,0
853,3.14,39.53,活跃,2
854,3.97,41.08,不活跃,0
855,3.68,39.00,活跃,2
856,4.08,39.52,不活跃,2
857,3.96,39.55,不活跃,2
858,1.98,38.87,活跃,1
859,3.40,38.89,不活跃,2
860,2.16,38.92,不活跃,1
861,2.29,39.44,不活跃,1
862,1.94,38.85,不活跃,1
863,2.88,38.52,活跃,2
864,3.80,39.31,活跃,2
865,2.07,38.85,不活跃,1
866,1.72,38.88,活跃,1
867,4.61,41.69,活跃,0
868,3.53,41.78,不活跃,0
869,1.34,38.84,活跃,1
870,2.73,38.97,不活跃,1
871,4.09,39.62,活跃,2
872,3.71,40.45,活跃,0
873,5.08,40.97,活跃,0
874,2.42,39.19,不活跃,1
875,3.34,39.06,不活跃,2
876,1.91,38.66,活跃,1
877,4.31,40.53,不活跃,0
878,4.67,38.34,不活跃,2
879,2.30,38.78,活跃,1
880,3.56,38.78,不活跃,2
881,4.59,38.15,不活跃,2
882,4.15,41.06,活跃,0
883,4.33,41.02,活跃,0
884,4.23,40.92,不活跃,0
885,4.34,41.46,活跃,0
886,2.08,39.21,不活跃,1
887,3.31,39.24,活跃,2
888,3.67,40.41,活跃,0
889,3.50,41.31,活跃,0
890,1.92,39.04,活跃,1
891,2.56,39.06,不活跃,1
892,4.34,40.74,活跃,0
893,2.13,39.40,活跃,1
894,4.54,38.84,不活跃,2
895,3.50,38.77,活跃,2
896,4.60,40.17,不活跃,0
897,4.07,39.53,不活跃,2
898,3.99,41.06,活跃,0
899,2.29,38.56,不活跃,1
900,4.10,39.45,活跃,2
901,1.89,38.90,活跃,1
902,4.19,40.39,活跃,0
903,3.72,40.51,活跃,0
904,4.25,38.75,不活跃,2
905,2.64,38.78,不活跃,1
906,4.46,40.51,活跃,0
907,3.87,38.71,活跃,2
908,1.83,38.67,活跃,1
909,4.03,41.12,不活跃,0
910,2.18,39.07,不活跃,1
911,3.81,40.12,活跃,0
912,3.63,41.45,不活跃,0
913,3.88,40.91,不活跃,0
914,3.73,40.95,不活跃,0
915,2.74,38.91,活跃,1
916,3.65,40.77,活跃,0
917,4.01,38.95,活跃,2
918,1.66,39.73,不活跃,1
919,4.31,41.41,不活跃,0
920,2.30,39.43,活跃,1
921,4.03,39.31,不活跃,2
922,2.46,39.14,不活跃,1
923,1.51,39.39,活跃,1
924,1.68,38.81,不活跃,1
925,2.02,38.91,活跃,1
926,1.69,39.69,不活跃,1
927,3.64,41.02,不活跃,0
928,3.35,40.91,不活跃,0
929,3.83,38.74,不活跃,2
930,2.52,38.99,不活跃,1
931,2.10,39.42,不活跃,1
932,2.30,39.35,活跃,1
933,3.73,40.86,不活跃,0
934,3.55,39.40,活跃,2
935,1.80,38.97,不活跃,1
936,4.41,40.60,不活跃,0
937,4.06,38.90,不活跃,2
938,4.44,38.94,不活跃,2
939,4.28,38.88,活跃,2
940,2.29,38.85,活跃,1
941,4.77,41.59,活跃,0
942,2.33,39.21,活跃,1
943,3.35,38.80,活跃,2
944,3.65,39.26,活跃,2
945,4.29,38.90,不活跃,2
946,4.18,38.84,活跃,2
947,3.96,41.41,不活跃,0
948,4.31,38.83,活跃,2
949,2.41,39.28,不活跃,1
950,3.62,40.86,不活跃,0
951,3.94,39.03,不活跃,2
952,2.17,38.76,活跃,1
953,1.70,39.06,不活跃,1
954,2.39,39.20,不活跃,1
955,2.00,39.63,不活跃,1
956,1.41,38.49,不活跃,1
957,1.70,39.01,活跃,1
958,4.11,41.70,不活跃,0
959,2.06,39.63,活跃,1
960,2.39,39.85,活跃,1
961,2.63,38.68,不活跃,1
962,1.85,38.28,活跃,1
963,4.01,38.96,不活跃,2
964,2.19,39.12,活跃,1
965,3.63,38.42,不活跃,2
966,3.89,38.54,活跃,2
967,4.04,39.08,不活跃,2
968,4.03,39.88,活跃,2
969,4.23,38.87,不活跃,2
970,4.22,39.92,活跃,2
971,2.37,38.79,活跃,1
972,3.68,39.62,活跃,2
973,3.91,41.18,活跃,0
974,1.68,38.79,活跃,1
975,1.70,39.12,活跃,1
976,4.87,39.26,活跃,2
977,4.32,38.26,活跃,2
978,4.10,38.84,不活跃,2
979,4.13,39.12,活跃,2
980,1.82,39.11,活跃,1
981,3.74,39.07,活跃,2
982,0.97,38.54,不活跃,1
983,3.63,39.56,活跃,2
984,1.97,39.10,不活跃,1
985,3.67,38.62,活跃,2
986,3.37,41.24,不活跃,0
987,3.53,41.36,不活跃,0
988,3.36,39.58,活跃,2
989,3.46,40.70,活跃,0
990,4.03,38.81,不活跃,2
991,3.88,41.02,不活跃,0
992,4.78,41.16,活跃,0
993,4.06,40.87,活跃,0
994,4.75,39.30,活跃,2
995,3.66,39.05,活跃,2
996,2.03,38.57,活跃,1
997,2.94,38.49,活跃,1
998,2.24,38.58,活跃,1
999,2.65,39.15,活跃,1
1000,3.61,39.54,不活跃,2
